# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov 25 14:32:55 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,pl_orbper,pl_rade,pl_masse,pl_orbeccen,pl_eqt,st_mass,st_metratio,st_logg,sy_dist
2919,HD 20868 b,380.85000000000,,,0.750000,,0.780000,[Fe/H],4.220000,47.72230000
2920,HD 208897 b,352.70000000000,,,0.070000,,1.250000,[Fe/H],3.130000,67.48720000
2921,HD 208897 b,358.27000000000,,,0.020000,,1.250000,[Fe/H],3.130000,67.48720000
2922,HD 209458 b,3.52474859000,14.79600000,,,,1.101000,,,48.30160000
2923,HD 209458 b,,,,0.000000,,,,,48.30160000
2924,HD 209458 b,3.52500000000,14.24000000,200.22000000,,,1.100000,,,48.30160000
2925,HD 209458 b,,16.26400000,203.40000000,,,1.000000,[Fe/H],4.280000,48.30160000
2926,HD 209458 b,,15.91678000,217.71355000,,,1.060000,,,48.30160000
2927,HD 209458 b,3.52474859000,15.23303100,216.76006000,0.008100,,1.119000,,,48.30160000
2928,HD 209458 b,3.52476000000,,,0.010000,,1.069175,[Fe/H],4.307396,48.30160000
2929,HD 209458 b,3.52475460000,16.37760000,,,1371.00,,,4.342580,48.30160000
2930,HD 209458 b,,9.19136417,,,,1.230000,[Fe/H],4.450000,48.30160000
2931,HD 209458 b,,15.09852300,,,,,,,48.30160000
2932,HD 209458 b,3.50000000000,15.70000000,219.29000000,0.000000,1450.00,,,,48.30160000
2933,HD 209458 b,3.52474990000,,,,,1.119000,[Fe/H],4.361000,48.30160000
2934,HD 209458 b,3.52390000000,15.92000000,197.05000000,0.000000,,1.030000,,,48.30160000
2935,HD 209458 b,3.52460000000,,,0.000000,,,,,48.30160000
2936,HD 209458 b,3.52474859000,15.46842000,226.93062000,,1459.00,1.148000,[Fe/H],4.368000,48.30160000
2937,HD 209458 b,3.52475000000,,,,1484.00,1.130000,[M/H],4.342580,48.30160000
2938,HD 209458 b,3.52474859000,15.58051000,232.01590000,0.000000,,1.230000,[Fe/H],4.450000,48.30160000
2939,HD 209458 b,3.52474955000,,,,,1.119000,[Fe/H],4.361000,48.30160000
2940,HD 209458 b,,,,,,,,,48.30160000
2941,HD 209458 b,,,,,1448.00,1.130000,[M/H],4.342580,48.30160000
2942,HD 209458 b,3.52474600000,15.23300000,217.70400000,,1449.00,1.119000,[Fe/H],4.361000,48.30160000
2943,HD 209458 b,,15.80469000,235.19420000,,,1.260000,,4.380000,48.30160000
2944,HD 209458 b,3.52000000000,15.24424000,219.30270000,,1450.00,1.130000,[M/H],4.342580,48.30160000
2945,HD 210193 b,649.91800000000,,,0.240000,,1.040000,,,42.20290000
2946,HD 210277 b,442.19000000000,,,0.476000,,1.010000,[Fe/H],4.495000,21.29850000
2947,HD 210277 b,442.94300000000,,,0.472000,,0.963925,[Fe/H],4.327154,21.29850000
2948,HD 210277 b,442.19000000000,,,0.480000,,1.010000,[Fe/H],4.380000,21.29850000
2949,HD 210277 b,437.00000000000,,,0.450000,,0.920000,[Fe/H],4.380000,21.29850000
2950,HD 210277 b,442.10000000000,,,0.472000,,0.920000,[Fe/H],,21.29850000
2951,HD 210702 b,354.29000000000,,,0.106000,,1.850000,,,54.19630000
2952,HD 210702 b,354.80000000000,,,0.094000,,1.680000,,,54.19630000
2953,HD 210702 b,354.10000000000,,,0.028000,,1.610000,,3.280000,54.19630000
2954,HD 210702 b,355.50000000000,,,0.071000,,1.330000,[Fe/H],3.230000,54.19630000
2955,HD 211403 b,223.80000000000,,,0.084000,380.00,1.200000,[Fe/H],4.300000,83.09190000
2956,HD 211810 b,1558.00000000000,,,0.680000,,1.030000,[Fe/H],,64.63530000
2957,HD 211970 b,25.20100000000,,,0.150000,,0.610000,,,13.12770000
2958,HD 212301 b,2.24571500000,,,0.000000,,1.270000,[Fe/H],4.520000,54.23040000
2959,HD 212301 b,2.24571000000,,,0.000000,,1.550000,[Fe/H],4.500000,54.23040000
2960,HD 212771 b,373.29999000000,,,0.110000,,2.410000,[Fe/H],3.510000,111.15500000
2961,HD 212771 b,380.70000000000,,,0.076000,,1.560000,,3.310000,111.15500000
2962,HD 212771 b,373.30000000000,,,0.111000,,1.150000,[Fe/H],3.500000,111.15500000
2963,HD 213240 b,882.70001000000,,,0.420000,,1.570000,[Fe/H],4.270000,40.87070000
2964,HD 213240 b,879.19000000000,,1655.88600047,0.420100,,1.220000,[Fe/H],4.320000,40.87070000
2965,HD 213240 b,951.00000000000,,,0.450000,,1.220000,[Fe/H],4.320000,40.87070000
2966,HD 213472 b,17000.00000000000,,,0.530000,,1.048132,[Fe/H],4.144921,64.45270000
2967,HD 213519 b,11.12214000000,,,0.413000,,1.050000,,,41.00140000
2968,HD 213885 b,1.00823610000,1.72020000,,,1835.00,,,4.438000,48.08830000
2969,HD 213885 b,1.00803500000,1.74500000,8.83000000,0.000000,2128.00,1.068000,[Fe/H],4.382700,48.08830000
2970,HD 213885 c,4.78503000000,,,0.000000,1265.40,1.068000,[Fe/H],4.382700,48.08830000
2971,HD 21411 b,84.28800000000,,,0.400000,,0.890000,,,29.13280000
2972,HD 214823 b,1854.84424000000,,5914.78665427,0.161000,,1.115000,,,101.36800000
2973,HD 214823 b,1854.40000000000,,,0.164100,,1.310000,[Fe/H],,101.36800000
2974,HD 214823 b,1877.00000000000,,,0.154000,,1.220000,[Fe/H],4.050000,101.36800000
2975,HD 214823 b,1854.60000000000,,6451.91666210,0.163600,,1.220000,[Fe/H],4.050000,101.36800000
2976,HD 215152 b,5.75999000000,,,0.000000,,0.770000,[Fe/H],4.400000,21.59740000
2977,HD 215152 c,7.28243000000,,,0.000000,,0.770000,[Fe/H],4.400000,21.59740000
2978,HD 215152 d,10.86499000000,,,0.000000,,0.770000,[Fe/H],4.400000,21.59740000
2979,HD 215152 e,25.19670000000,,,0.000000,,0.770000,[Fe/H],4.400000,21.59740000
2980,HD 21520 b,25.12920000000,2.69700000,17.70000000,0.000000,637.00,1.090000,[Fe/H],4.420000,79.20800000
2981,HD 215497 b,3.93404000000,,,0.160000,,0.670000,[Fe/H],4.400000,40.54680000
2982,HD 215497 b,3.93404000000,,,0.160000,,0.872000,[Fe/H],4.310000,40.54680000
2983,HD 215497 c,567.94000000000,,,0.490000,,0.872000,[Fe/H],4.310000,40.54680000
2984,HD 215497 c,566.00000000000,,111.23994245,0.470000,,0.920000,,,40.54680000
2985,HD 216435 b,1391.00000000000,,,0.140000,,1.250000,[Fe/H],,32.98340000
2986,HD 216435 b,1311.00000000000,,,0.070000,,1.300000,[Fe/H],4.154000,32.98340000
2987,HD 216437 b,1294.00000000000,,,0.330000,,1.150000,[Fe/H],,26.69020000
2988,HD 216437 b,1336.00000000000,,1233.17421916,0.318000,,1.165000,[Fe/H],4.188000,26.69020000
2989,HD 216437 b,1359.00000000000,,1334.87930940,0.310000,,1.220000,,,26.69020000
2990,HD 216437 b,1256.00000000000,,,0.290000,,1.060000,[Fe/H],4.300000,26.69020000
2991,HD 216437 b,1334.28000000000,,,0.317000,,1.165000,[Fe/H],4.188000,26.69020000
2992,HD 216520 b,35.45000000000,,,0.090000,,0.820000,[Fe/H],4.540000,19.55200000
2993,HD 216520 b,35.46600000000,,,0.190000,,0.791263,[Fe/H],4.545306,19.55200000
2994,HD 216520 c,154.43000000000,,,0.120000,,0.820000,[Fe/H],4.540000,19.55200000
2995,HD 216536 b,148.60000000000,,,0.380000,,1.360000,[Fe/H],2.360000,376.23300000
2996,HD 216536 b,148.60001000000,,,0.380000,,0.810000,[Fe/H],2.360000,376.23300000
2997,HD 216770 b,118.45000000000,,,0.370000,,0.900000,[Fe/H],,36.66250000
2998,HD 216770 b,118.45000000000,,,0.370000,,0.740000,[Fe/H],4.370000,36.66250000
2999,HD 21693 b,22.67860000000,,,0.120000,,0.800000,[Fe/H],4.370000,33.25500000
3000,HD 21693 c,53.73570000000,,,0.070000,,0.800000,[Fe/H],4.370000,33.25500000
3001,HD 217107 b,7.12687440000,,,0.127900,,1.059631,[Fe/H],4.325008,20.06190000
3002,HD 217107 b,7.12686030000,,,0.131100,,1.135000,,,20.06190000
3003,HD 217107 b,7.12689000000,,,0.132000,,1.020000,[Fe/H],,20.06190000
3004,HD 217107 b,7.12681600000,,,0.126700,,0.980000,[M/H],4.271430,20.06190000
3005,HD 217107 b,7.12682000000,,,0.130000,,1.000000,[Fe/H],4.340000,20.06190000
3006,HD 217107 b,7.12684600000,,,0.128300,,0.980000,[M/H],4.271430,20.06190000
3007,HD 217107 b,7.12690000000,,,0.130000,,1.053000,[Fe/H],,20.06190000
3008,HD 217107 c,4270.00000000000,,,0.517000,,0.980000,[M/H],4.271430,20.06190000
3009,HD 217107 c,3150.00000000000,,,0.550000,,1.053000,[Fe/H],,20.06190000
3010,HD 217107 c,5141.00000000000,,,0.392800,,1.059631,[Fe/H],4.325008,20.06190000
3011,HD 217107 c,5164.60000000000,,1430.22783150,0.390800,,1.132000,,,20.06190000
3012,HD 217107 c,5178.00000000000,,,0.376000,,1.108000,,,20.06190000
3013,HD 217107 c,3352.00000000000,,,0.537000,,1.020000,[Fe/H],,20.06190000
3014,HD 217107 c,5189.00000000000,,,0.384800,,0.980000,[M/H],4.271430,20.06190000
3015,HD 21749 c,7.78977260000,1.00084000,,,966.00,,,4.322390,16.32000000
3016,HD 21749 c,7.78993000000,0.89200000,3.70000000,,701.00,0.730000,[Fe/H],4.613000,16.32000000
3017,HD 217786 b,1319.00000000000,,,0.400000,,1.020000,[Fe/H],4.350000,55.48470000
3018,HD 217786 b,1301.36009000000,,4402.55909376,0.311000,,1.140000,,,55.48470000
3019,HD 217786 b,1302.10000000000,,9185.24096230,0.315800,,1.020000,[Fe/H],4.350000,55.48470000
3020,HD 217786 c,2.52221000000,,,0.399000,,1.140000,,,55.48470000
3021,HD 217958 b,2560.19774000000,,166.54208527,0.156000,,1.080000,,,61.79570000
3022,HD 218566 b,225.70000000000,,,0.300000,,0.760000,[Fe/H],4.460000,28.82740000
3023,HD 218566 b,225.17000000000,,,0.270000,,0.855318,[Fe/H],4.529481,28.82740000
3024,HD 218566 b,225.70000000000,,,0.300000,,0.850000,[Fe/H],4.810000,28.82740000
3025,HD 219077 b,5380.00000000000,,3359.44626199,0.766000,,1.050000,[Fe/H],4.000000,29.18640000
3026,HD 219077 b,5513.00000000000,,,0.768000,,1.510000,[Fe/H],4.050000,29.18640000
3027,HD 219077 b,5501.00000000000,,,0.770000,,1.050000,[Fe/H],4.000000,29.18640000
3028,HD 219077 b,5478.68861000000,,3057.50927534,0.768000,,0.920000,,,29.18640000
3029,HD 219134 b,3.09310000000,,,0.000000,,0.794000,[Fe/H],4.510000,6.53127000
3030,HD 219134 b,3.09294700000,,,0.063000,,0.788484,[Fe/H],4.574892,6.53127000
3031,HD 219134 b,3.09293860000,1.28153171,,,950.54,,,4.590340,6.53127000
3032,HD 219134 b,3.09292000000,1.53300000,,,930.10,0.810000,[Fe/H],4.567000,6.53127000
3033,HD 219134 b,3.09350000000,1.60600000,,0.020000,,0.780000,[Fe/H],4.630000,6.53127000
3034,HD 219134 b,3.09292600000,1.60200000,4.74000000,0.000000,1015.00,0.810000,[Fe/H],4.567000,6.53127000
3035,HD 219134 b,3.09293380000,,,,,0.780000,[Fe/H],4.630000,6.53127000
3036,HD 219134 c,6.76458000000,1.51100000,4.36000000,0.062000,782.00,0.810000,[Fe/H],4.567000,6.53127000
3037,HD 219134 c,6.76350000000,,,0.000000,,0.794000,[Fe/H],4.510000,6.53127000
3038,HD 219134 c,6.76514900000,1.50700000,,,715.90,0.810000,[Fe/H],4.567000,6.53127000
3039,HD 219134 c,6.76503980000,1.39215000,,,789.00,,,4.590340,6.53127000
3040,HD 219134 c,6.76406000000,,,0.160000,,0.788484,[Fe/H],4.574892,6.53127000
3041,HD 219134 c,6.76700000000,,,0.080000,,0.780000,[Fe/H],4.630000,6.53127000
3042,HD 219134 d,46.73400000000,,,0.077000,,0.788484,[Fe/H],4.574892,6.53127000
3043,HD 219134 d,46.66000000000,,,0.460000,,0.780000,[Fe/H],4.630000,6.53127000
3044,HD 219134 d,46.85900000000,1.61000000,16.17000000,0.138000,410.50,0.810000,[Fe/H],4.567000,6.53127000
3045,HD 219134 d,46.71000000000,,,0.000000,,0.794000,[Fe/H],4.510000,6.53127000
3046,HD 219134 f,22.79450000000,,,0.072000,,0.788484,[Fe/H],4.574892,6.53127000
3047,HD 219134 f,22.80500000000,,,0.000000,,0.794000,[Fe/H],4.510000,6.53127000
3048,HD 219134 f,22.71700000000,1.31000000,7.30000000,0.148000,522.60,0.810000,[Fe/H],4.567000,6.53127000
3049,HD 219134 g,94.20000000000,,,0.000000,,0.794000,[Fe/H],4.510000,6.53127000
3050,HD 219134 h,2146.00000000000,,,0.060000,,0.794000,,,6.53127000
3051,HD 219134 h,2247.00000000000,,,0.060000,,0.794000,[Fe/H],4.510000,6.53127000
3052,HD 219134 h,1842.00000000000,,,0.340000,,0.780000,[Fe/H],4.630000,6.53127000
3053,HD 219134 h,2104.00000000000,,,0.025000,,0.788484,[Fe/H],4.574892,6.53127000
3054,HD 219139 b,275.50000000000,,,0.110000,,1.460000,[Fe/H],2.480000,104.93500000
3055,HD 219415 b,2093.30000000000,,,0.400000,,1.000000,[Fe/H],3.510000,165.18400000
3056,HD 219666 b,6.03446800000,,,,,0.920000,[Fe/H],4.400000,94.17190000
3057,HD 219666 b,6.03446670000,4.44029000,,,788.00,,,4.367630,94.17190000
3058,HD 219666 b,6.03607000000,4.71000000,16.60000000,0.000000,1073.00,0.920000,[Fe/H],4.400000,94.17190000
3059,HD 219666 b,6.03446800000,4.89800000,17.60000000,0.050000,1076.00,1.020000,,,94.17190000
3060,HD 219666 b,6.04345000000,4.24000000,,,838.00,0.920000,[Fe/H],4.400000,94.17190000
3061,HD 219666 b,6.03579700000,,,,,0.920000,[Fe/H],4.400000,94.17190000
3062,HD 219828 b,3.83350000000,,,0.000000,,1.240000,[Fe/H],4.180000,73.11400000
3063,HD 219828 b,3.83350000000,,,0.000000,,1.310000,[Fe/H],4.170000,73.11400000
3064,HD 219828 b,3.83488700000,,,0.059000,,1.230000,[Fe/H],4.080000,73.11400000
3065,HD 219828 b,3.83483000000,,,0.091000,,1.040000,,,73.11400000
3066,HD 219828 b,3.83492000000,,,0.101000,,1.180000,[Fe/H],,73.11400000
3067,HD 219828 c,4682.00000000000,,,0.810200,,1.180000,[Fe/H],,73.11400000
3068,HD 219828 c,4789.87297000000,,5102.41724598,0.811000,,1.040000,,,73.11400000
3069,HD 219828 c,4791.00000000000,,,0.811500,,1.230000,[Fe/H],4.080000,73.11400000
3070,HD 220074 b,672.09998000000,,,0.140000,,2.200000,[Fe/H],1.300000,324.54000000
3071,HD 220074 b,672.10000000000,,,0.140000,,1.200000,[Fe/H],1.100000,324.54000000
3072,HD 220197 b,1728.00000000000,,,0.187000,,0.910000,[Fe/H],4.420000,64.41100000
3073,HD 220689 b,2280.00000000000,,381.39408840,0.053000,,1.040000,[Fe/H],4.320000,46.87780000
3074,HD 220689 b,2266.40000000000,,,0.054000,,1.016000,[Fe/H],4.360000,46.87780000
3075,HD 220689 b,2209.00000000000,,,0.160000,,1.040000,[Fe/H],4.320000,46.87780000
3076,HD 220773 b,3724.70000000000,,,0.510000,,1.160000,[Fe/H],4.240000,50.51030000
3077,HD 220842 b,218.47000000000,,,0.404000,,1.130000,[Fe/H],4.240000,64.64980000
3078,HD 221287 b,456.10000000000,,,0.080000,,1.250000,[Fe/H],4.430000,55.92310000
3079,HD 221416 b,14.27812199624,8.35660775,,,789.15,,,3.391820,95.54830000
3080,HD 221416 b,14.27690000000,,,,,1.212000,[Fe/H],3.584000,95.54830000
3081,HD 221416 b,14.27670000000,9.17000000,60.50000000,0.115000,,1.212000,[Fe/H],3.584000,95.54830000
3082,HD 221420 b,10090.00000000000,,7278.27052030,0.140000,,1.351000,[Fe/H],4.030000,31.14150000
3083,HD 221420 b,10120.00000000000,,6547.26518420,0.162000,,1.280000,[Fe/H],,31.14150000
3084,HD 221420 b,10066.00000000000,,6992.22495400,0.120000,,1.340000,,,31.14150000
3085,HD 221420 b,8615.41549000000,,6467.80808245,0.082000,,1.060000,,,31.14150000
3086,HD 221420 b,22482.00000000000,,,0.420000,,1.670000,[Fe/H],4.080000,31.14150000
3087,HD 221420 b,11100.00000000000,,6324.78529930,0.199000,,1.340000,,,31.14150000
3088,HD 221585 b,1173.00000000000,,,0.123000,,1.190000,[Fe/H],4.050000,55.85350000
3089,HD 222076 b,873.04000000000,,,0.000000,,1.280000,[Fe/H],3.170000,91.15380000
3090,HD 222076 b,871.00000000000,,,0.080000,,1.070000,[Fe/H],3.310000,91.15380000
3091,HD 222155 b,3999.00000000000,,,0.160000,,1.130000,[Fe/H],4.100000,50.60780000
3092,HD 222155 b,3999.00000000000,,,0.160000,,1.210000,[Fe/H],3.990000,50.60780000
3093,HD 222155 b,3270.00000000000,,581.62598481,0.090000,,1.130000,[Fe/H],4.100000,50.60780000
3094,HD 222237 b,20089.00000000000,,1589.14203500,0.540000,,0.700000,,,11.44690000
3095,HD 222237 b,14892.00000000000,,1649.52943233,0.560000,,0.760000,[Fe/H],4.610000,11.44690000
3096,HD 222582 b,572.38000000000,,,0.730000,,1.120000,[Fe/H],4.380000,42.15860000
3097,HD 222582 b,572.38000000000,,,0.725000,,0.990000,[Fe/H],4.342000,42.15860000
3098,HD 222582 b,575.90000000000,,,0.710000,,1.000000,[Fe/H],,42.15860000
3099,HD 222582 b,572.53700000000,,,0.761500,,0.969129,[Fe/H],4.305171,42.15860000
3100,HD 224018 b,10.64130000000,0.91000000,4.10000000,0.060000,968.00,1.013000,[Fe/H],4.320000,105.48000000
3101,HD 224018 c,36.57669000000,2.42000000,10.40000000,0.020000,641.00,1.013000,[Fe/H],4.320000,105.48000000
3102,HD 224018 d,138.07310000000,2.40000000,4.20000000,0.040000,411.00,1.013000,[Fe/H],4.320000,105.48000000
3103,HD 224538 b,1202.05199000000,,2075.73732612,0.476000,,1.230000,,,79.06080000
3104,HD 224538 b,1201.00000000000,,3655.02668050,0.484000,,1.340000,[Fe/H],4.190000,79.06080000
3105,HD 224538 b,1189.10000000000,,,0.464000,,1.340000,[Fe/H],4.190000,79.06080000
3106,HD 224693 b,26.73000000000,,,0.050000,,1.330000,[Fe/H],4.380000,93.50150000
3107,HD 224693 b,26.69040000000,,,0.104000,,1.310000,[Fe/H],,93.50150000
3108,HD 22496 b,5.09071000000,,,,573.00,0.684000,[Fe/H],4.690000,13.59560000
3109,HD 22532 b,872.60000000000,,,0.030000,,1.570000,[Fe/H],3.090000,161.18300000
3110,HD 22781 b,528.07000000000,,,0.819100,,0.750000,[Fe/H],4.600000,32.60340000
3111,HD 22946 d,47.42489000000,2.60700000,26.57000000,,546.00,1.098000,[Fe/H],4.470000,62.77920000
3112,HD 23079 b,730.59998000000,,,0.100000,,1.120000,[Fe/H],4.430000,33.45910000
3113,HD 23079 b,735.74000000000,,,0.073480,,1.160000,[Fe/H],4.370000,33.45910000
3114,HD 23079 b,730.60000000000,,,0.102000,,1.010000,[Fe/H],4.337000,33.45910000
3115,HD 23079 b,626.00000000000,,,0.020000,,1.100000,[Fe/H],,33.45910000
3116,HD 23079 c,5.74891300000,,,0.097000,,1.160000,[Fe/H],4.370000,33.45910000
3117,HD 23127 b,1211.17000000000,,,0.406000,,1.208000,[Fe/H],4.146000,93.85550000
3118,HD 23127 b,1214.00000000000,,,0.440000,,1.130000,[Fe/H],,93.85550000
3119,HD 23127 b,1214.00000000000,,,0.440000,,1.420000,[Fe/H],4.160000,93.85550000
3120,HD 231701 b,141.60000000000,,,0.100000,,1.140000,[Fe/H],4.330000,108.87700000
3121,HD 231701 b,141.60001000000,,,0.100000,,1.520000,[Fe/H],4.310000,108.87700000
3122,HD 231701 b,141.63000000000,,,0.130000,,1.210000,[Fe/H],,108.87700000
3123,HD 233604 b,192.00000000000,,,0.050000,,1.500000,[Fe/H],2.550000,847.05800000
3124,HD 233832 b,4047.00000000000,,,0.381000,,0.820000,[M/H],4.615340,58.74200000
3125,HD 233832 b,2058.00000000000,,,0.359000,,0.710000,[Fe/H],4.490000,58.74200000
3126,HD 23472 b,17.66708700000,2.00000000,8.32000000,0.072000,543.00,0.670000,[Fe/H],4.530000,39.03410000
3127,HD 23472 b,17.66716870000,1.87042000,,,462.00,,,4.380000,39.03410000
3128,HD 23472 b,17.66700000000,1.87200000,17.92000000,0.000000,,0.750000,,,39.03410000
3129,HD 23472 c,29.79749000000,1.87000000,3.41000000,0.063000,467.00,0.670000,[Fe/H],4.530000,39.03410000
3130,HD 23472 c,29.62500000000,2.14900000,17.18000000,0.000000,,0.750000,,,39.03410000
3131,HD 23472 c,29.79752050000,1.60982000,,,374.00,,,4.380000,39.03410000
3132,HD 23472 d,3.97668330000,0.75758800,,,855.00,,,4.380000,39.03410000
3133,HD 23472 d,3.97664000000,0.75000000,0.55000000,0.070000,909.00,0.670000,[Fe/H],4.530000,39.03410000
3134,HD 23472 e,7.90754000000,0.81800000,0.72000000,0.070000,723.00,0.670000,[Fe/H],4.530000,39.03410000
3135,HD 23472 e,7.90762220000,0.96981900,,,720.00,,,4.380000,39.03410000
3136,HD 23472 f,12.16218390000,1.13700000,0.77000000,0.070000,630.00,0.670000,[Fe/H],4.530000,39.03410000
3137,HD 23472 f,12.16233160000,1.15643000,,,638.00,,,4.380000,39.03410000
3138,HD 235088 b,7.43414560000,1.97737000,,,733.00,,,4.578870,41.17060000
3139,HD 235088 b,7.43413930000,2.04500000,,,805.00,0.843000,[Fe/H],4.630000,41.17060000
3140,HD 235088 b,7.43413250000,1.98200000,4.15000000,0.000000,,0.849000,[Fe/H],4.550000,41.17060000
3141,HD 235088 b,7.43415100000,2.07506422,4.20000000,0.000000,753.95,0.853100,[Fe/H],4.563000,41.17060000
3142,HD 23596 b,1570.00000000000,,4640.29474220,0.292000,,1.320000,[Fe/H],4.290000,52.00180000
3143,HD 23596 b,1565.00000000000,,,0.292000,,1.100000,[M/H],4.083330,52.00180000
3144,HD 23596 b,1561.00000000000,,,0.270000,,1.470000,[Fe/H],4.230000,52.00180000
3145,HD 23596 b,1561.00000000000,,,0.266000,,1.159000,[Fe/H],,52.00180000
3146,HD 23596 b,1535.11912000000,,3786.60764100,0.282000,,1.100000,,,52.00180000
3147,HD 238090 b,13.67100000000,,,0.300000,469.60,0.578000,[Fe/H],4.700000,15.23540000
3148,HD 238914 b,4100.00000000000,,,0.560000,,1.470000,[Fe/H],2.370000,519.45200000
3149,HD 240210 b,501.75000000000,,,0.150000,,0.820000,[Fe/H],2.310000,372.40500000
3150,HD 240237 b,745.70001000000,,,0.400000,,8.760000,[Fe/H],1.670000,933.37700000
3151,HD 240237 b,745.70000000000,,,0.400000,,1.690000,[Fe/H],1.660000,933.37700000
3152,HD 24040 b,3552.00000000000,,,0.012000,,1.103940,[Fe/H],4.197486,46.62240000
3153,HD 24040 b,3490.00000000000,,,0.047000,,1.030000,[M/H],4.171910,46.62240000
3154,HD 24040 b,3668.00000000000,,,0.040000,,1.180000,,,46.62240000
3155,HD 24040 b,3498.00000000000,,,0.010000,,1.180000,,,46.62240000
3156,HD 24040 b,3668.00000000000,,,0.040000,,1.110000,[Fe/H],4.260000,46.62240000
3157,HD 24040 b,3488.00000000000,,1589.14203500,0.046000,,1.221000,,,46.62240000
3158,HD 24040 c,515.40000000000,,,0.110000,,1.103940,[Fe/H],4.197486,46.62240000
3159,HD 24064 b,535.60000000000,,,0.350000,,1.000000,[Fe/H],1.440000,300.24700000
3160,HD 24064 b,535.59998000000,,,0.350000,,1.610000,[Fe/H],1.440000,300.24700000
3161,HD 24085 b,2.04550000000,,,0.220000,,1.220000,,,54.90040000
3162,HD 25015 b,6134.42700000000,,2884.92845034,0.341000,,0.860000,,,37.43300000
3163,HD 25015 b,6019.32000000000,,,0.390000,,0.860000,[Fe/H],4.400000,37.43300000
3164,HD 25015 b,6360.00000000000,,2993.94359394,0.341000,,0.860000,[Fe/H],4.400000,37.43300000
3165,HD 25171 b,1845.00000000000,,,0.080000,,1.090000,[Fe/H],4.430000,55.61460000
3166,HD 25171 b,1802.29000000000,,,0.042000,,1.076000,[Fe/H],4.263000,55.61460000
3167,HD 25463 b,7.04914230000,2.54535814,8.70000000,0.000000,1198.46,1.251000,[Fe/H],4.227000,45.61810000
3168,HD 25463 b,7.04916084122,2.84649412,,,1199.74,,,4.438000,45.61810000
3169,HD 25463 b,7.04914400000,2.62000000,8.50000000,0.000000,1290.00,1.190000,[Fe/H],,45.61810000
3170,HD 25463 c,3.04405000000,1.50000000,4.10000000,0.000000,1707.00,1.190000,[Fe/H],,45.61810000
3171,HD 25463 c,3.04404408205,1.33374248,,,1587.27,,,4.438000,45.61810000
3172,HD 25463 c,3.04405000000,1.36354953,4.30000000,0.000000,1585.57,1.251000,[Fe/H],4.227000,45.61810000
3173,HD 25723 b,457.01000000000,,,0.040000,,2.120000,[Fe/H],2.500000,114.81600000
3174,HD 25912 b,41.83156000000,,,0.050000,,1.080000,,,49.16610000
3175,HD 25912 c,26308.65619000000,,5252.75008249,0.051000,,1.080000,,,49.16610000
3176,HD 260655 b,2.76949360000,1.27326000,,,602.00,,,4.770000,10.00550000
3177,HD 260655 b,2.76953000000,1.24000000,2.14000000,0.039000,709.00,0.439000,[Fe/H],5.200000,10.00550000
3178,HD 260655 c,5.70608680000,1.89602000,,,593.00,,,4.770000,10.00550000
3179,HD 260655 c,5.70588000000,1.53300000,3.09000000,0.038000,557.00,0.439000,[Fe/H],5.200000,10.00550000
3180,HD 26161 b,10942.29013000000,,9045.39646322,0.922000,,1.120000,,,40.91280000
3181,HD 26161 b,32000.00000000000,,,0.820000,,1.132916,[Fe/H],4.163476,40.91280000
3182,HD 2638 b,3.44420000000,,,0.000000,,0.930000,[Fe/H],4.290000,54.96210000
3183,HD 2638 b,3.44420000000,,,0.000000,,0.770000,[Fe/H],4.380000,54.96210000
3184,HD 2638 b,3.45800000000,,,0.187000,,0.920000,,,54.96210000
3185,HD 2685 b,4.12688000000,16.14096000,371.86110000,0.091000,2061.00,1.430000,[Fe/H],4.210000,196.85200000
3186,HD 2685 b,4.12690520000,,,0.091000,,1.430000,[Fe/H],4.210000,196.85200000
3187,HD 2685 b,4.12690470000,,,,,1.430000,[Fe/H],4.210000,196.85200000
3188,HD 2685 b,4.12690460000,17.09520000,,,1715.00,,,4.234160,196.85200000
3189,HD 27442 b,428.10000000000,,,0.060000,,1.230000,[Fe/H],3.783000,18.27040000
3190,HD 27442 b,415.20000000000,,,0.058000,,1.200000,[Fe/H],,18.27040000
3191,HD 27631 b,2198.14000000000,,,0.141000,,0.944000,[Fe/H],4.455000,50.28620000
3192,HD 27631 b,2208.00000000000,,,0.120000,,0.940000,[Fe/H],4.480000,50.28620000
3193,HD 27631 b,2170.00000000000,,495.81231492,0.163000,,0.940000,[Fe/H],4.480000,50.28620000
3194,HD 27894 b,18.01947000000,,,0.033400,,0.873000,,,43.82140000
3195,HD 27894 b,17.99100000000,,,0.049000,,0.800000,[Fe/H],4.220000,43.82140000
3196,HD 27894 b,18.01939000000,,,0.047000,,0.810000,,,43.82140000
